customer_key,customer_id,customer_name,country,ages,age_category,total_orders,total_quantity,total_products,total_sales,customer_type,recent_order,oldest_order,time_period,customer_frequency,avg_spend_of_customer,spend_by_customer,customer_contribution
823,11822,Rohinton Wadia,United States,54,Mid_aged,2,3,3,87,NEW,2013-08-26,2013-05-20,3,new customer,29,87,0.00%
824,11823,Morgan Turner,Canada,48,Mid_aged,5,16,11,263,NEW,2014-01-23,2013-05-18,8,regular customer,16.44,263,0.00%
825,11824,Jill Martin,Canada,48,Mid_aged,5,11,10,240,NEW,2014-01-09,2013-03-18,10,regular customer,21.82,240,0.00%
826,11825,Aimee She,United States,54,Mid_aged,2,3,3,5900,VIP,2013-02-12,2011-10-16,16,regular customer,1966.67,5900,0.02%
827,11826,Jessie Alonso,United States,54,Mid_aged,2,2,2,5898,VIP,2013-02-15,2011-10-27,16,regular customer,2949,5898,0.02%
828,11827,Sara Baker,Canada,45,Mid_aged,5,15,12,511,NEW,2013-12-09,2013-02-20,10,regular customer,34.07,511,0.00%
829,11828,Katherine Martinez,United States,45,Mid_aged,2,3,3,94,NEW,2013-04-19,2013-04-03,0,new customer,31.33,94,0.00%
830,11829,Sophia Campbell,United States,50,Mid_aged,2,6,6,131,NEW,2013-06-21,2013-03-13,3,new customer,21.83,131,0.00%
831,11830,Taylor Garcia,United States,51,Mid_aged,2,4,4,5930,VIP,2013-01-30,2011-09-29,16,regular customer,1482.5,5930,0.02%
832,11831,Christian Ross,United States,50,Mid_aged,2,3,3,5933,VIP,2013-02-10,2011-10-27,16,regular customer,1977.67,5933,0.02%
833,11832,Zoe Murphy,United States,49,Mid_aged,2,4,4,125,NEW,2013-09-09,2013-02-18,7,regular customer,31.25,125,0.00%
834,11833,Oscar Price,Canada,43,Mid_aged,5,11,11,240,NEW,2013-11-28,2013-06-12,5,new customer,21.82,240,0.00%
835,11834,Fernando Flores,United States,43,Mid_aged,2,3,3,5908,VIP,2013-02-13,2011-10-22,16,regular customer,1969.33,5908,0.02%
836,11835,Elijah Russell,Canada,55,Mid_aged,2,7,7,4772,Regular,2013-05-18,2013-01-10,4,new customer,681.71,4772,0.02%
837,11836,Garrett Travers,United States,55,Mid_aged,2,2,2,70,NEW,2013-04-22,2013-03-24,1,new customer,35,70,0.00%
838,11837,Haley Alexander,United States,49,Mid_aged,2,5,5,5923,VIP,2013-02-20,2011-10-13,16,regular customer,1184.6,5923,0.02%
839,11838,Justin Rodriguez,United States,55,Mid_aged,2,6,6,135,NEW,2013-08-28,2013-05-31,3,new customer,22.5,135,0.00%
840,11839,Tyler Brown,United States,49,Mid_aged,2,4,4,5955,VIP,2013-06-12,2011-10-26,20,regular customer,1488.75,5955,0.02%
841,11840,Julian Patterson,United States,49,Mid_aged,2,3,3,87,NEW,2013-05-04,2013-04-30,1,new customer,29,87,0.00%
842,11841,Sean Nelson,Canada,56,Mid_aged,5,13,10,307,NEW,2013-11-06,2013-05-20,6,regular customer,23.62,307,0.00%
843,11842,Justin Wilson,United States,55,Mid_aged,2,4,4,99,NEW,2013-12-04,2013-05-12,7,regular customer,24.75,99,0.00%
844,11843,Christy Nara,United States,50,Mid_aged,2,5,5,116,NEW,2013-03-08,2013-02-07,1,new customer,23.2,116,0.00%
845,11844,Michele Alvarez,United States,56,Mid_aged,2,4,4,125,NEW,2014-01-11,2013-10-05,3,new customer,31.25,125,0.00%
846,11845,Natalie Jones,Canada,95,Senior_Citizen,4,11,8,197,NEW,2013-12-09,2013-02-13,10,regular customer,17.91,197,0.00%
847,11846,Savannah Reed,United States,56,Mid_aged,2,2,2,85,NEW,2013-07-10,2013-04-28,3,new customer,42.5,85,0.00%
848,11847,Cassidy Diaz,United States,55,Mid_aged,2,4,4,125,NEW,2013-11-15,2013-06-28,5,new customer,31.25,125,0.00%
849,11848,Joshua Lewis,United States,50,Mid_aged,2,4,4,92,NEW,2013-12-06,2013-07-27,5,new customer,23,92,0.00%
850,11849,Faith Reed,United States,55,Mid_aged,2,5,5,258,NEW,2014-01-11,2013-11-27,2,new customer,51.6,258,0.00%
851,11850,Brooke Ramirez,United States,45,Mid_aged,2,5,5,149,NEW,2013-06-03,2013-04-08,2,new customer,29.8,149,0.00%
852,11851,Jada Mitchell,United States,56,Mid_aged,2,2,2,85,NEW,2013-12-05,2013-06-16,6,regular customer,42.5,85,0.00%
853,11852,Kyle Russell,United States,56,Mid_aged,2,4,4,125,NEW,2013-09-02,2013-07-10,2,new customer,31.25,125,0.00%
854,11853,Grace Jones,United States,46,Mid_aged,2,3,3,90,NEW,2013-06-20,2013-05-10,1,new customer,30,90,0.00%
855,11854,Jason Mitchell,United States,52,Mid_aged,2,8,8,5985,VIP,2013-06-15,2011-10-25,20,regular customer,748.13,5985,0.02%
856,11855,Christian Walker,United States,51,Mid_aged,2,3,3,90,NEW,2013-09-11,2013-04-27,5,new customer,30,90,0.00%
857,11856,Seth Hernandez,United States,56,Mid_aged,2,5,5,134,NEW,2013-12-31,2013-11-29,1,new customer,26.8,134,0.00%
858,11857,Isabella Young,United States,51,Mid_aged,2,4,4,125,NEW,2013-12-05,2013-10-06,2,new customer,31.25,125,0.00%
859,11858,Jordan Coleman,United States,57,Mid_aged,2,2,2,85,NEW,2013-07-12,2013-03-27,4,new customer,42.5,85,0.00%
860,11859,Blake Garcia,United States,57,Mid_aged,2,3,3,72,NEW,2013-12-01,2013-04-22,8,regular customer,24,72,0.00%
861,11860,Nicole Walker,United States,58,Mid_aged,2,2,2,70,NEW,2013-11-12,2013-07-03,4,new customer,35,70,0.00%
862,11861,Katherine Carter,Canada,58,Mid_aged,5,13,11,287,NEW,2013-12-22,2013-05-14,7,regular customer,22.08,287,0.00%
863,11862,Olivia Peterson,United States,53,Mid_aged,2,5,5,209,NEW,2013-10-23,2013-05-16,5,new customer,41.8,209,0.00%
864,11863,Jessica Wood,United States,58,Mid_aged,2,3,3,48,NEW,2013-09-04,2013-09-03,0,new customer,16,48,0.00%
865,11864,Elizabeth Thompson,United States,58,Mid_aged,2,3,3,48,NEW,2013-06-06,2013-03-01,3,new customer,16,48,0.00%
866,11865,Chloe Rivera,United States,59,Mid_aged,2,4,4,115,NEW,2013-10-06,2013-02-17,8,regular customer,28.75,115,0.00%
867,11866,Lucas Scott,United States,59,Mid_aged,2,2,2,43,NEW,2013-04-27,2013-02-18,2,new customer,21.5,43,0.00%
868,11867,Nathaniel James,United States,54,Mid_aged,2,4,4,83,NEW,2013-10-23,2013-06-04,4,new customer,20.75,83,0.00%
869,11868,Jessica Peterson,Canada,52,Mid_aged,5,11,10,248,NEW,2013-12-17,2013-02-02,10,regular customer,22.55,248,0.00%
870,11869,Kaitlyn Adams,Canada,41,Mid_aged,5,14,12,268,NEW,2014-01-16,2013-03-20,10,regular customer,19.14,268,0.00%
871,11870,Jillian Garcia,United States,47,Mid_aged,2,5,5,242,NEW,2014-01-17,2013-07-20,6,regular customer,48.4,242,0.00%
872,11871,Dalton Bennett,United States,47,Mid_aged,2,2,2,70,NEW,2013-05-29,2013-02-23,3,new customer,35,70,0.00%
873,11872,Faith Patterson,United States,47,Mid_aged,2,5,5,5948,VIP,2013-06-25,2011-10-21,20,regular customer,1189.6,5948,0.02%
874,11873,Ryan Zhang,United States,53,Mid_aged,2,5,5,5923,VIP,2013-06-06,2011-10-07,20,regular customer,1184.6,5923,0.02%
875,11874,Adrian Bell,United States,47,Mid_aged,2,5,5,72,NEW,2014-01-18,2013-07-19,6,regular customer,14.4,72,0.00%
876,11875,Jonathan Brown,Canada,59,Mid_aged,5,11,10,292,NEW,2014-01-27,2013-04-20,9,regular customer,26.55,292,0.00%
877,11876,Madison White,United States,59,Mid_aged,2,4,4,83,NEW,2013-09-24,2013-06-19,3,new customer,20.75,83,0.00%
878,11877,Alexis Diaz,United States,59,Mid_aged,2,2,2,43,NEW,2013-12-28,2013-10-05,2,new customer,21.5,43,0.00%
879,11878,Christine Nara,United States,54,Mid_aged,2,4,4,83,NEW,2013-12-12,2013-11-30,1,new customer,20.75,83,0.00%
880,11879,Edgar Sai,United States,54,Mid_aged,2,5,5,107,NEW,2013-11-02,2013-02-27,9,regular customer,21.4,107,0.00%
881,11880,Melissa Sanchez,United States,60,Senior_Citizen,2,4,4,50,NEW,2013-11-03,2013-04-10,7,regular customer,12.5,50,0.00%
882,11881,Richard Mitchell,United States,60,Senior_Citizen,2,7,7,149,NEW,2013-12-17,2013-12-02,0,new customer,21.29,149,0.00%
883,11882,Patrick Stewart,United States,50,Mid_aged,2,3,3,48,NEW,2013-07-12,2013-02-17,5,new customer,16,48,0.00%
884,11883,Hannah Anderson,United States,60,Senior_Citizen,2,4,4,77,NEW,2013-11-14,2013-02-21,9,regular customer,19.25,77,0.00%
885,11884,Latoya Shen,United States,55,Mid_aged,2,4,3,110,NEW,2013-12-29,2013-02-17,10,regular customer,27.5,110,0.00%
886,11885,Kurt Sharma,United States,55,Mid_aged,2,3,3,5900,VIP,2013-02-04,2011-10-28,16,regular customer,1966.67,5900,0.02%
887,11886,Katelyn Parker,United States,62,Senior_Citizen,2,4,4,5897,VIP,2013-06-17,2011-10-28,20,regular customer,1474.25,5897,0.02%
888,11887,Joseph White,United States,62,Senior_Citizen,2,4,4,83,NEW,2013-06-27,2013-05-28,1,new customer,20.75,83,0.00%
889,11888,Aaron Ross,Canada,56,Mid_aged,1,3,3,2377,Regular,2013-03-18,2013-03-18,0,new customer,792.33,2377,0.01%
890,11889,Blake Patterson,United States,62,Senior_Citizen,2,4,4,50,NEW,2013-03-04,2013-02-23,1,new customer,12.5,50,0.00%
891,11890,Whitney Lopez,United States,61,Senior_Citizen,2,6,6,130,NEW,2013-07-05,2013-03-29,4,new customer,21.67,130,0.00%
892,11891,Jamie Liang,United States,56,Mid_aged,2,4,4,110,NEW,2013-06-30,2013-03-07,3,new customer,27.5,110,0.00%
893,11892,Julio Ortega,Australia,50,Mid_aged,3,5,5,8119,VIP,2013-07-22,2011-09-04,22,old customer,1623.8,8119,0.03%
894,11893,Orlando Carlson,Australia,51,Mid_aged,3,5,5,8123,VIP,2013-07-23,2011-08-31,23,old customer,1624.6,8123,0.03%
895,11894,Ann Gonzalez,Australia,45,Mid_aged,3,9,9,8223,VIP,2013-07-06,2011-09-22,22,old customer,913.67,8223,0.03%
896,11895,Dustin Chander,Australia,50,Mid_aged,3,5,5,8149,VIP,2013-07-25,2011-09-12,22,old customer,1629.8,8149,0.03%
897,11896,Frank Carlson,Australia,50,Mid_aged,3,6,6,8118,VIP,2013-07-11,2011-09-01,22,old customer,1353,8118,0.03%
898,11897,Orlando Ashe,Australia,51,Mid_aged,3,6,5,8203,VIP,2013-10-14,2011-08-30,26,old customer,1367.17,8203,0.03%
899,11898,Angela Henderson,Australia,50,Mid_aged,3,6,6,8179,VIP,2013-07-23,2011-09-14,22,old customer,1363.17,8179,0.03%
900,11899,Brenda Perez,Australia,49,Mid_aged,3,7,7,8189,VIP,2013-07-08,2011-09-04,22,old customer,1169.86,8189,0.03%
901,11900,Byron Carlson,Australia,44,Mid_aged,3,7,7,8257,VIP,2013-07-11,2011-09-21,22,old customer,1179.57,8257,0.03%
902,11901,Stacy Alvarez,Australia,52,Mid_aged,3,7,6,8248,VIP,2013-11-09,2011-09-10,26,old customer,1178.29,8248,0.03%
903,11902,Drew Pal,Australia,53,Mid_aged,3,6,5,62,NEW,2013-12-29,2013-02-21,10,regular customer,10.33,62,0.00%
904,11903,Kate Raji,Australia,40,Mid_aged,3,4,4,8108,VIP,2013-07-13,2011-09-21,22,old customer,2027,8108,0.03%
905,11904,Kaylee Cook,Australia,39,Mid_aged,3,7,7,8214,VIP,2013-07-01,2011-09-17,22,old customer,1173.43,8214,0.03%
906,11905,Isaiah Ramirez,Australia,51,Mid_aged,3,7,7,8156,VIP,2013-07-06,2011-08-29,23,old customer,1165.14,8156,0.03%
907,11906,Gabriella Sanders,Australia,53,Mid_aged,3,7,7,8151,VIP,2013-07-12,2011-09-10,22,old customer,1164.43,8151,0.03%
908,11907,Sarah Garcia,Australia,52,Mid_aged,3,5,5,8135,VIP,2013-07-20,2011-09-28,22,old customer,1627,8135,0.03%
909,11908,Rafael Tang,Australia,53,Mid_aged,3,3,3,8079,VIP,2013-08-23,2011-09-19,23,old customer,2693,8079,0.03%
910,11909,Nichole She,Australia,54,Mid_aged,3,7,7,8105,VIP,2013-08-01,2011-09-20,23,old customer,1157.86,8105,0.03%
911,11910,Jaclyn Zheng,Australia,54,Mid_aged,3,5,5,8113,VIP,2013-08-03,2011-10-09,22,old customer,1622.6,8113,0.03%
912,11911,Rachael Kapoor,Australia,53,Mid_aged,3,4,4,62,NEW,2013-12-21,2013-06-01,6,regular customer,15.5,62,0.00%
913,11912,Rachael Sai,Australia,NULL,Senior_Citizen,3,6,6,8095,VIP,2013-11-22,2011-10-27,25,old customer,1349.17,8095,0.03%
914,11913,Rebecca Robinson,Australia,55,Mid_aged,3,4,4,41,NEW,2013-12-26,2013-12-03,0,new customer,10.25,41,0.00%
915,11914,Meagan Rana,Australia,46,Mid_aged,3,8,8,8166,VIP,2013-08-23,2011-10-18,22,old customer,1020.75,8166,0.03%
916,11915,Philip Carlson,Australia,NULL,Senior_Citizen,3,8,7,8143,VIP,2013-08-24,2011-10-02,22,old customer,1017.88,8143,0.03%
917,11916,Joe Rana,Australia,49,Mid_aged,3,7,7,8179,VIP,2013-08-21,2011-10-01,22,old customer,1168.43,8179,0.03%
918,11917,Roy Sanz,Australia,54,Mid_aged,3,6,6,8121,VIP,2013-08-19,2011-10-27,22,old customer,1353.5,8121,0.03%
919,11918,Kaylee Hill,Australia,56,Mid_aged,3,8,8,8205,VIP,2013-11-25,2011-10-13,25,old customer,1025.63,8205,0.03%
920,11919,Warren Andersen,Australia,56,Mid_aged,3,8,8,8172,VIP,2013-12-21,2011-10-05,26,old customer,1021.5,8172,0.03%
921,11920,Adrienne Gomez,Australia,50,Mid_aged,3,7,7,8156,VIP,2013-12-11,2011-10-10,26,old customer,1165.14,8156,0.03%
922,11921,Gilbert Zhu,Australia,55,Mid_aged,3,5,5,63,NEW,2013-11-23,2013-09-19,2,new customer,12.6,63,0.00%
923,11922,James Davis,Canada,40,Mid_aged,5,12,10,276,NEW,2013-10-23,2013-02-15,8,regular customer,23,276,0.00%
924,11923,Sarah Bryant,United States,40,Mid_aged,2,2,2,43,NEW,2014-01-09,2013-02-12,11,regular customer,21.5,43,0.00%
925,11924,Ian Long,United States,40,Mid_aged,2,5,5,5897,VIP,2013-06-19,2011-10-26,20,regular customer,1179.4,5897,0.02%
926,11925,Ashlee Jai,United States,41,Mid_aged,2,5,5,5968,VIP,2013-06-19,2011-10-09,20,regular customer,1193.6,5968,0.02%
927,11926,Eduardo Foster,United States,42,Mid_aged,2,3,3,48,NEW,2013-06-18,2013-05-04,1,new customer,16,48,0.00%
928,11927,Nicole Murphy,United States,41,Mid_aged,2,3,3,52,NEW,2014-01-28,2014-01-09,0,new customer,17.33,52,0.00%
929,11928,Isabella Morris,United States,41,Mid_aged,2,3,3,48,NEW,2013-12-13,2013-05-31,7,regular customer,16,48,0.00%
930,11929,Virginia Gonzalez,Australia,63,Senior_Citizen,3,8,7,4965,Regular,2013-12-17,2011-10-14,26,old customer,620.63,4965,0.02%
931,11930,Jaclyn Nara,Australia,73,Senior_Citizen,3,5,5,5035,VIP,2013-12-16,2011-10-14,26,old customer,1007,5035,0.02%
932,11931,Marcus Adams,United States,41,Mid_aged,2,7,7,234,NEW,2013-11-03,2013-02-16,9,regular customer,33.43,234,0.00%
933,11932,Elizabeth Coleman,United States,41,Mid_aged,2,6,6,136,NEW,2013-07-25,2013-04-29,3,new customer,22.67,136,0.00%
934,11933,Mathew Rubio,United States,43,Mid_aged,2,3,3,5933,VIP,2013-06-27,2011-10-13,20,regular customer,1977.67,5933,0.02%
935,11934,Justin Shan,United States,42,Mid_aged,2,5,5,5994,VIP,2013-06-10,2011-11-19,19,regular customer,1198.8,5994,0.02%
936,11935,Jessica Taylor,United States,42,Mid_aged,1,1,1,35,NEW,2013-06-06,2013-06-06,0,new customer,35,35,0.00%
937,11936,Hunter Clark,United States,43,Mid_aged,1,3,3,42,NEW,2013-04-05,2013-04-05,0,new customer,14,42,0.00%
938,11937,Devin Perez,United States,43,Mid_aged,2,4,4,5888,VIP,2013-07-02,2011-10-29,21,old customer,1472,5888,0.02%
939,11938,Seth Alexander,United States,42,Mid_aged,2,2,2,43,NEW,2014-01-09,2013-03-07,10,regular customer,21.5,43,0.00%
940,11939,Kevin Washington,United States,43,Mid_aged,2,5,5,5977,VIP,2013-06-19,2011-11-10,19,regular customer,1195.4,5977,0.02%
941,11940,Tyler Miller,United States,42,Mid_aged,2,2,2,70,NEW,2013-12-25,2013-08-02,4,new customer,35,70,0.00%
942,11941,Adam Roberts,United States,43,Mid_aged,2,5,5,109,NEW,2013-11-02,2013-08-07,3,new customer,21.8,109,0.00%
943,11942,George Gonzalez,Australia,71,Senior_Citizen,3,8,6,4792,Regular,2013-12-19,2011-10-15,26,old customer,684.57,4792,0.02%
944,11943,Dawn Huang,Australia,71,Senior_Citizen,3,7,7,4734,Regular,2013-12-13,2011-10-18,26,old customer,676.29,4734,0.02%
945,11944,Rachael Rodriguez,Australia,69,Senior_Citizen,3,9,8,4776,Regular,2013-12-20,2011-10-19,26,old customer,530.67,4776,0.02%
946,11945,Dennis Huang,United States,39,Mid_aged,2,4,4,5910,VIP,2013-09-28,2011-10-29,23,old customer,1477.5,5910,0.02%
947,11946,Brandy Saunders,Australia,69,Senior_Citizen,3,5,5,4697,Regular,2013-12-22,2011-10-21,26,old customer,939.4,4697,0.02%
948,11947,Jenny Zheng,Australia,68,Senior_Citizen,3,6,6,4747,Regular,2013-12-27,2011-10-13,26,old customer,791.17,4747,0.02%
949,11948,Tasha Xu,Australia,69,Senior_Citizen,2,4,4,82,NEW,2013-10-06,2013-09-06,1,new customer,20.5,82,0.00%
950,11949,Julia Brooks,United States,39,Mid_aged,2,2,2,70,NEW,2013-09-24,2013-07-16,2,new customer,35,70,0.00%
951,11950,Jordan Carter,United States,40,Mid_aged,2,4,4,110,NEW,2013-11-07,2013-02-17,9,regular customer,27.5,110,0.00%
952,11951,Lacey Huang,Australia,67,Senior_Citizen,3,8,6,63,NEW,2013-11-12,2013-08-20,3,new customer,7.88,63,0.00%
953,11952,Dorothy Robinson,Australia,65,Senior_Citizen,3,7,7,8169,VIP,2013-08-07,2011-10-05,22,old customer,1167,8169,0.03%
954,11953,Courtney Wright,United States,44,Mid_aged,2,6,6,65,NEW,2013-09-16,2013-02-09,7,regular customer,10.83,65,0.00%
955,11954,Joseph Garcia,United States,44,Mid_aged,2,4,4,5910,VIP,2013-06-18,2011-11-01,19,regular customer,1477.5,5910,0.02%
956,11955,Gabriel Green,United States,45,Mid_aged,2,3,3,5953,VIP,2013-06-28,2011-10-29,20,regular customer,1984.33,5953,0.02%
957,11956,Alexandria Sandberg,United States,40,Mid_aged,2,2,2,5873,VIP,2013-06-01,2011-10-31,20,regular customer,2936.5,5873,0.02%
958,11957,Courtney Hernandez,United States,46,Mid_aged,2,6,6,91,NEW,2014-01-08,2013-02-12,11,regular customer,15.17,91,0.00%
959,11958,Dylan Lal,United States,47,Mid_aged,2,5,5,160,NEW,2013-11-10,2013-06-16,5,new customer,32,160,0.00%
960,11959,Elizabeth Davis,United States,47,Mid_aged,2,4,4,139,NEW,2013-11-10,2013-03-23,8,regular customer,34.75,139,0.00%
961,11960,Ana Griffin,United States,47,Mid_aged,2,3,3,75,NEW,2013-07-28,2013-03-25,4,new customer,25,75,0.00%
962,11961,Anne Alvarez,United States,47,Mid_aged,2,3,3,72,NEW,2013-10-08,2013-02-11,8,regular customer,24,72,0.00%
963,11962,Alexandra Roberts,United States,43,Mid_aged,2,4,4,103,NEW,2013-08-16,2013-08-11,0,new customer,25.75,103,0.00%
964,11963,Antonio Patterson,Australia,65,Senior_Citizen,3,5,5,8068,VIP,2013-08-23,2011-10-22,22,old customer,1613.6,8068,0.03%
965,11964,Sharon Salavaria,Australia,58,Mid_aged,3,6,6,8173,VIP,2013-08-09,2011-10-14,22,old customer,1362.17,8173,0.03%
966,11965,Katie She,Australia,63,Senior_Citizen,3,6,6,118,NEW,2013-12-01,2013-02-10,10,regular customer,19.67,118,0.00%
967,11966,Rafael Black,Australia,58,Mid_aged,3,4,4,55,NEW,2013-12-18,2013-11-01,1,new customer,13.75,55,0.00%
968,11967,Latasha Munoz,Australia,63,Senior_Citizen,3,6,6,8153,VIP,2013-08-07,2011-10-23,22,old customer,1358.83,8153,0.03%
969,11968,Kelsey Becker,Australia,61,Senior_Citizen,3,3,3,8079,VIP,2013-08-17,2011-10-28,22,old customer,2693,8079,0.03%
970,11969,Randy Xu,Australia,61,Senior_Citizen,3,6,6,8173,VIP,2013-08-16,2011-10-19,22,old customer,1362.17,8173,0.03%
971,11970,Bailey Collins,United States,41,Mid_aged,2,4,3,110,NEW,2013-09-21,2013-05-25,4,new customer,27.5,110,0.00%
972,11971,Amanda Adams,United States,46,Mid_aged,2,5,5,134,NEW,2013-11-25,2013-04-15,7,regular customer,26.8,134,0.00%
973,11972,Katherine Williams,United States,46,Mid_aged,2,6,6,65,NEW,2013-12-22,2013-11-09,1,new customer,10.83,65,0.00%
974,11973,Caroline Barnes,United States,46,Mid_aged,2,5,5,89,NEW,2013-03-10,2013-02-27,1,new customer,17.8,89,0.00%
975,11974,Randy Sun,United States,46,Mid_aged,2,6,6,113,NEW,2013-12-05,2013-10-30,2,new customer,18.83,113,0.00%
976,11975,Destiny Garcia,United States,45,Mid_aged,2,6,6,209,NEW,2013-10-14,2013-07-17,3,new customer,34.83,209,0.00%
977,11976,Audrey Ramos,Australia,55,Mid_aged,3,6,6,8087,VIP,2013-08-25,2011-10-25,22,old customer,1347.83,8087,0.03%
978,11977,Bonnie Jai,Australia,61,Senior_Citizen,3,8,8,8213,VIP,2013-08-15,2011-11-01,21,old customer,1026.63,8213,0.03%
979,11978,Jackson Washington,United States,48,Mid_aged,2,3,3,75,NEW,2013-11-13,2013-02-03,9,regular customer,25,75,0.00%
980,11979,Christopher Johnson,Canada,63,Senior_Citizen,2,8,8,4814,Regular,2013-05-08,2013-02-14,3,new customer,601.75,4814,0.02%
981,11980,Kimberly Richardson,United States,62,Senior_Citizen,2,5,5,108,NEW,2013-11-28,2013-09-23,2,new customer,21.6,108,0.00%
982,11981,Alexandria Howard,United States,63,Senior_Citizen,2,6,6,120,NEW,2014-01-28,2013-04-09,9,regular customer,20,120,0.00%
983,11982,Alexandra Foster,United States,63,Senior_Citizen,2,5,5,105,NEW,2013-10-02,2013-08-17,2,new customer,21,105,0.00%
984,11983,Cheryl Ortega,United States,57,Mid_aged,2,2,2,5873,VIP,2013-02-21,2011-11-08,15,regular customer,2936.5,5873,0.02%
985,11984,Alex Campbell,Canada,63,Senior_Citizen,2,6,6,4730,Regular,2013-05-06,2013-02-15,3,new customer,788.33,4730,0.02%
986,11985,Melanie Hughes,United States,62,Senior_Citizen,2,3,3,90,NEW,2014-01-05,2013-02-27,11,regular customer,30,90,0.00%
987,11986,Max Alvarez,Australia,56,Mid_aged,3,11,11,8245,VIP,2013-08-27,2011-11-22,21,old customer,749.55,8245,0.03%
988,11987,Diane Vazquez,Australia,52,Mid_aged,3,8,7,278,NEW,2013-11-10,2013-06-17,5,new customer,34.75,278,0.00%
989,11988,Kathryn Chapman,Australia,57,Mid_aged,3,6,6,8078,VIP,2013-08-06,2011-11-10,21,old customer,1346.33,8078,0.03%
990,11989,Kara Anand,Australia,41,Mid_aged,3,5,5,8140,VIP,2013-08-06,2011-11-03,21,old customer,1628,8140,0.03%
991,11990,Joanna Vazquez,Australia,57,Mid_aged,3,7,6,8164,VIP,2013-08-22,2011-11-13,21,old customer,1166.29,8164,0.03%
992,11991,Frederick Martinez,Australia,57,Mid_aged,3,6,6,8128,VIP,2013-12-19,2011-11-01,25,old customer,1354.67,8128,0.03%
993,11992,Tonya Chande,Australia,53,Mid_aged,3,5,5,8123,VIP,2013-12-11,2011-11-17,25,old customer,1624.6,8123,0.03%
994,11993,Rosa Wang,Australia,48,Mid_aged,3,7,7,8131,VIP,2013-12-23,2011-11-13,25,old customer,1161.57,8131,0.03%
995,11994,Leah Hu,Australia,48,Mid_aged,3,5,5,8169,VIP,2013-08-23,2011-11-25,21,old customer,1633.8,8169,0.03%
996,11995,Kelvin Carson,Australia,60,Senior_Citizen,3,7,7,8249,VIP,2013-12-10,2011-11-08,25,old customer,1178.43,8249,0.03%
997,11996,Veronica Srini,Australia,59,Mid_aged,3,11,10,7059,VIP,2013-08-02,2011-11-04,21,old customer,641.73,7059,0.02%
998,11997,Kristina Kapoor,Australia,54,Mid_aged,3,7,7,7030,VIP,2013-08-14,2011-11-05,21,old customer,1004.29,7030,0.02%
999,11998,Donna Sharma,Australia,59,Mid_aged,3,7,7,6962,VIP,2013-08-28,2011-11-16,21,old customer,994.57,6962,0.02%
1000,11999,Johnny Shan,Australia,60,Senior_Citizen,3,9,9,7043,VIP,2013-08-02,2011-11-10,21,old customer,782.56,7043,0.02%
